node1,node2,relation
CID000001775,CID000003339,C0034065
CID000004894,CID000087177,C0033687
CID000004594,CID000005095,C0162529
CID000002895,CID000003478,C0019209
CID000002541,CID000003715,C0008031
CID000002311,CID000003559,C0018524
CID000002585,CID000003062,C0035305
CID000003902,CID000005039,C0040435
CID000004894,CID004479097,C0740401
CID000001302,CID000006691,C1269683
CID000003957,CID000060795,C0018524
CID000002171,CID000003158,C0149871
5432,904,interacts
CID000002550,CID000004594,C0595939
CID000004614,CID000150311,C0042024
CID000003746,CID000062924,C0221150
CID000003365,CID004475485,C0020649
CID000002909,CID000005978,C0152027
4008,7428,interacts
4781,10622,interacts
CID000005002,CID000005029,C1145670
10926,10403,interacts
CID000003339,CID000005878,C0027441
CID000002083,CID000054454,C0011334
CID000004943,CID006398525,C0085605
CID000003957,CID000091270,C0017181
CID000000143,CID000002249,C1260880
CID000002083,CID000005478,C0003564
80223,339122,interacts
CID000004112,CID000004856,C0497156
CID000003657,CID000083786,C0016169
CID000005376,CID000005391,C0009938
CID000002955,CID000005656,C0040034
CID000003255,CID000003957,C0085614
CID000002803,CID000005487,C0028081
CID000125889,CID005311297,C0015967
CID000004917,CID000005487,C0027497
CID000003639,CID005493444,C0018674
CID000003324,CID003468412,C0023530
CID000003157,CID000003478,C0023518
CID000003325,CID000005245,C0023890
CID000003410,CID000004894,C0700594
CID000002666,CID000004679,C0016436
CID000003348,CID000003746,C0262385
7529,63894,interacts
CID000004168,CID000004917,C0009806
CID000005029,CID000005732,C0020676
CID000001986,CID000003962,C0004238
CID000002907,CID000004927,C0030554
CID000002666,CID000005090,C0005747
CID000002118,CID000002274,C0085631
CID000004873,CID000005732,C0235329
CID000004170,CID000005203,C0016382
CID000005391,CID000005523,C0011175
CID000003793,CID000003954,C0003962
CID000002771,CID000170361,C0012569
CID000001302,CID000091270,C0151786
CID000004927,CID000005719,C0028084
CID000002375,6258,targets
CID000003386,CID000006691,C0018944
CID000002771,CID000002891,C0042963
CID000005038,CID000005090,C0025874
CID000003488,CID000004873,C0020542
CID000004616,CID000006691,C0080274
CID000000853,CID000003393,C0008031
CID000003016,CID000060831,C0011860
CID000002713,CID000003937,C0151744
CID000002099,CID000002764,C0022408
CID000003958,CID000060198,C0398353
CID000004419,CID000060835,C0019291
CID000002250,CID000005978,C0020443
CID000004909,CID000005152,C0003467
CID000027991,7201,targets
CID000005090,CID000005514,C0009421
CID000002250,CID000002269,C0030305
CID000005002,CID000005038,C0085584
CID000004107,CID000005358,C0017160
CID000000853,CID000125889,C0152031
6141,6202,interacts
80854,8358,interacts
CID000003749,CID000004171,C0042510
CID000000853,CID000003954,C0039070
CID000004917,CID000160051,C0010200
CID000001983,CID000004634,C0038358
8370,9555,interacts
CID000005650,CID003468412,C0151636
56998,4975,interacts
CID000002678,CID000110635,C0031117
CID000000598,CID000003640,C0035078
CID000002244,CID000005005,C0011168
CID000002265,CID000002771,C0702166
CID000003461,CID000004052,C0024121
CID000003957,CID000005647,C0042487
CID000002118,CID000005212,C0003962
CID000000772,CID000004585,C0151786
CID000004691,CID000004900,C0011053
CID000002662,CID000004927,C0151904
CID000004173,CID000004510,C0080274
CID000003108,CID000004889,C0009938
CID000004543,CID000004873,C0158252
5862,51560,interacts
CID000003639,CID000027686,C0020443
CID000003255,CID000003749,C0037011
CID000002801,CID000004594,C0018926
CID000005412,CID000062924,C0030196
CID000002806,CID000003780,C0020255
CID000006691,CID000083786,C0026848
CID000003639,CID000004259,C0008033
CID000003339,CID000005650,C0011609
CID000002550,CID000003639,C0020538
CID000004583,CID000077999,C0015256
CID000003222,CID000005651,C0008350
122042,5158,interacts
CID000005078,CID000032797,C0018021
CID000003249,CID000003345,C0004093
CID000003937,CID000004585,C0003467
CID000004679,CID000004889,C0149520
CID000005379,CID000119607,C0020517
CID000003255,CID000004253,C0020615
CID000003350,CID000005379,C0027404
CID000005572,CID000010631,C0013473
CID000003749,CID000004583,C0151436
CID000004212,CID000005039,C0022658
CID000003825,CID000005650,C0002962
1660,10772,interacts
CID000002554,CID000003325,C0438215
CID000000861,CID000004946,C0004093
CID000003488,CID000004054,C0020456
7092,4016,interacts
114088,158506,interacts
22806,5892,interacts
CID000001983,CID000003261,C0243026
CID000003157,CID000003899,C0042109
CID000000861,CID000003121,C0008033
143384,7428,interacts
CID000002617,CID000002662,C0042594
CID000005412,CID000077993,C0034065
CID000000581,CID000002650,C0017181
CID000002803,CID000005651,C0042024
CID000005372,CID004183806,C0277925
CID000004510,CID000005394,C0004238
5568,26246,interacts
55504,1469,interacts
CID000003957,CID000004485,C0027497
CID000065999,CID000130881,C0033774
23400,1945,interacts
CID000072054,CID005487301,C0027769
CID000004168,CID000005544,C0027822
CID000001690,CID000004058,C0038362
CID000002471,CID000060147,C0024115
CID000004900,CID000064147,C0005697
CID000003016,CID000003826,C0006012
CID000002666,CID000003911,C0029443
CID000000853,CID000003016,C0030193
CID000003648,CID000003877,C0023798
CID000003367,CID000004834,C0007784
CID000004889,CID000125889,C0028084
CID000003639,CID000004603,C0398353
CID000002550,CID000005523,C0016382
CID000003143,CID000060831,C0019080
CID000005155,CID000005726,C0007820
CID000003339,CID000003702,C0027947
CID000002118,CID000002909,C0029408
7185,115650,interacts
CID000004946,CID000005064,C0004245
CID000003365,CID000148211,C0027796
CID000005544,CID000110634,C0002170
CID000002771,CID000004510,C0034155
CID000003446,CID000004510,C0009676
CID000000450,CID000005533,C0042267
CID000004889,CID000119607,C0026650
6144,6133,interacts
CID000002764,CID000004170,C0005586
CID000002658,CID000002818,C0009806
7060,3673,interacts
CID000000772,CID000005514,C0042963
10519,778,interacts
5616,9532,interacts
1956,9183,interacts
CID000002576,CID000003152,C0040128
CID000003016,CID000060865,C0008767
26576,27339,interacts
51154,139422,interacts
CID000003516,CID000004168,C0020651
91833,127544,interacts
CID000002244,CID000041317,C0497156
CID000002907,CID000003516,C0015967
8743,7818,interacts
CID000002088,CID000004909,C0030312
CID000002646,CID000004543,C0032584
9869,84256,interacts
CID000002375,CID000003446,C0020649
CID000003121,CID000060754,C0151798
CID000002088,CID000003255,C0004144
CID000004900,CID000005746,C0002871
CID000001690,CID000004058,C0020625
CID000002909,CID000003793,C0024299
CID003002190,CID006447131,C0030193
723790,4171,interacts
CID000002678,CID000012536,C0040128
CID000001971,CID000003405,C0398353
CID000004691,CID000083786,C0032290
CID000005039,CID000005732,C0011882
CID000003478,CID000068740,C0020456
CID000004253,CID000006691,C0020456
CID000003639,CID000005523,C0085649
10524,54963,interacts
CID000004158,CID000125889,C0023518
CID000003158,CID000005090,C0036974
CID000004112,CID000006691,C0027947
CID000003405,CID005381226,C0026919
156,2776,interacts
CID000003325,CID000004168,C1269683
CID000004173,CID000005076,C0151904
CID000004594,CID000005650,C0456909
CID000004052,CID000004253,C0024115
8687,5682,interacts
CID000002265,CID000004679,C0000737
CID000003883,CID000004513,C0032227
CID000002435,CID000002786,C0015230
CID000004900,CID000005719,C0003873
CID000005203,CID000054786,C0018021
1370,5613,interacts
CID000003639,CID000004635,C0027962
5829,8301,interacts
CID000002522,CID000004900,C0042963
CID000003403,CID000005267,C0232492
CID000003410,CID000004691,C0497156
CID000002806,CID000004946,C0522224
CID000000942,CID000034312,C0398353
CID000002662,CID000004601,C0011991
CID000002907,CID000004112,C0007784
CID000002244,CID005311082,C0031256
CID000068740,CID000152945,C0020040
3329,6169,interacts
CID000003403,CID000004594,C0008035
CID000003339,CID000004112,C0040264
585,728378,interacts
CID000003325,CID000003461,C0017574
CID000000450,CID000003652,C0080194
CID000003308,CID000443871,C0020443
CID000005267,CID000005647,C0009763
CID000002666,CID000003255,C0026650
9820,23279,interacts
CID000004917,CID000005029,C0034063
3012,94239,interacts
CID000003958,CID000004189,C0040034
CID000002678,CID000005234,C0037383
CID000005029,CID006398525,C0149521
CID000000942,CID000005523,C0151744
CID000004634,CID000005039,C0006444
6491,55215,interacts
CID000065999,CID004475485,C0242379
CID000002520,CID000005719,C0036572
CID000002802,CID000034312,C0022679
CID000004873,CID000077993,C0018681
CID000002250,CID000005005,C0037299
CID000004159,CID000004679,C0008033
CID000004845,CID000054688,C0018802
CID000003961,CID000005090,C0020458
CID000002435,CID000003157,C1260880
491,79956,interacts
CID000004609,CID000019090,C0018790
CID000002520,CID000003161,C0042109
CID000002249,CID000005647,C0438215
CID000002249,CID003002190,C0232492
CID000004075,CID000004900,C0037672
CID000003062,CID003002190,C0018790
6235,1915,interacts
CID000002666,CID000083786,C0085649
CID000003042,CID000054454,C0011168
CID000003333,CID000005544,C0027404
CID000003899,CID000003962,C0235329
220064,2249,interacts
CID000002662,CID000005029,C0019360
CID000002617,CID000005533,C0015672
CID000002802,CID000003339,C0022660
CID000000143,CID000000596,C0024115
CID000005735,CID000024486,C0009676
CID000003749,CID000003825,C0009324
79441,23332,interacts
CID000000772,CID000002720,C0035078
CID000004168,CID000005005,C0151744
22888,55432,interacts
CID000002955,CID000003883,C0026650
CID000002576,CID000003883,C0042963
2079,10419,interacts
CID000004510,CID000004900,C0267716
CID000003749,CID000004691,C0152025
CID000003937,CID000004543,C0018800
CID000002803,CID000002818,C1260880
CID000002244,CID000003161,C0442874
CID000003016,CID000003883,C0026769
CID000002576,CID000003446,C0042594
CID000003878,CID000005735,C0020615
CID000001117,CID000036339,C0041657
CID000005039,CID000119607,C0018681
CID000002658,CID000003648,C0018681
CID000002249,CID000003365,C0235896
CID000002524,CID000005978,C0006625
CID000004927,CID000216326,C0038525
CID000003143,CID000004873,C0149514
CID000002554,CID000002666,C0030326
6229,6637,interacts
CID000002802,CID000004873,C0221776
4691,149041,interacts
CID000005152,CID000104865,C0016382
CID000003639,CID000005514,C0041582
CID000019090,CID006398525,C0020458
CID000002764,CID000034312,C0006325
CID000002895,CID000125889,C0029882
CID000004599,CID000060198,C0013604
7832,6502,interacts
CID000060831,CID005329102,C0231218
CID000004054,CID000004594,C0042420
CID000002812,CID000003405,C0004096
CID000002771,CID000004170,C0021092
CID000002771,CID000010631,C0016199
CID000000444,CID000005090,C0042384
11346,79901,interacts
64320,85409,interacts
CID000004583,CID000005040,C0032285
54209,79865,interacts
CID000001065,CID000001775,C0013221
CID000002806,CID000005496,C0006840
CID000005039,CID000028112,C0036396
CID000000937,CID000006691,C0035302
CID000002764,CID000003367,C0030305
3643,5465,interacts
CID000002250,CID000150310,C0002962
9939,51645,interacts
CID000002541,CID000004900,C0006444
CID000002662,CID000002806,C0020542
CID000003075,CID000003478,C0042487
CID000003696,CID000005512,C0497156
CID000003476,CID000003958,C0022679
CID000003367,CID000003476,C0001824
54620,6839,interacts
CID000001046,CID000005726,C0038395
CID000004829,CID000005073,C0020649
CID000000444,CID000041781,C0012569
CID000002162,CID000004192,C0015967
CID000003883,CID000004112,C0003635
CID000004091,CID000005203,C0032584
CID000004075,CID000004205,C0033975
CID000004609,CID000004889,C0242184
CID000002250,CID000003016,C0011860
7574,7159,interacts
CID000000853,CID000003961,C0019159
4719,6209,interacts
CID000004509,CID000005523,C0344232
3608,6169,interacts
CID000002160,CID000002806,C0002871
CID000003467,CID000004900,C0032285
CID000003911,CID000005512,C0034067
CID000004616,CID000005408,C0231528
CID000001690,CID000003308,C0029443
CID000003746,CID000004449,C0973461
CID000001775,CID000004485,C0085593
CID000000206,CID000004666,C0000731
CID000004075,CID000004171,C0011609
CID000001117,CID000002250,C0023798
CID000003446,CID000119607,C0003467
CID000001690,CID000002895,C0004604
CID000002524,CID003085017,C0020458
CID000003062,CID000004513,C0042029
CID000005005,CID000005651,C0039231
CID000004894,CID000005152,C0006266
CID000003640,CID000003883,C0002736
CID000002022,CID000004900,C0024299
CID000002764,CID000003308,C0010200
CID000004900,CID000048175,C0398353
CID000003333,CID000005379,C0032285
CID000003823,CID000005039,C0220981
CID000004411,CID000004510,C0007785
CID000002156,CID000216326,C0242184
CID000000772,CID000003440,C0020505
CID000002771,CID000003440,C0151723
CID000003648,CID000004034,C0435630
CID000003715,CID000083786,C0002103
CID000001690,CID000004666,C0267596
CID000005372,CID000071616,C1260880
CID000002550,CID000003676,C0035410
CID000002678,CID000123631,C0000731
CID000001065,CID000005523,C0004601
CID000001302,CID000004595,C0151904
CID000000450,CID000005514,C0151786
CID000002802,CID000002806,C0029408
CID000003016,CID000003032,C0000731
CID000003161,CID000003222,C0003467
CID000002678,CID000005391,C0027497
8945,25793,interacts
CID000002909,CID000004946,C0020255
624,2587,interacts
CID000005073,CID000005234,C0019151
CID000003658,CID000004543,C0003123
CID000000853,CID000002802,C0236048
CID000003676,CID000005650,C0035317
CID000003911,CID000004171,C0021845
CID000005234,CID000038904,C0039070
CID000004585,CID000005719,C0242362
CID000004091,CID000087177,C0242422
CID000003639,CID000005212,C0013362
CID000002520,CID005311297,C0231528
CID000003365,CID000003386,C0020437
CID000004873,CID000005426,C0040460
CID000000581,CID000005038,C0039239
CID000000772,CID005311297,C0000731
2843,7253,interacts
CID000004253,CID000005478,C0221264
CID000000772,CID000003780,C0025222
CID000004091,CID000060865,C0042025
CID000003929,CID000077999,C0013182
CID000002666,CID000004112,C0870082
CID000004170,CID000006691,C0699885
CID000003648,CID000064147,C0015672
CID000002662,CID000004856,C0022661
CID000005523,CID000005572,C0020625
3475,970,interacts
51428,23363,interacts
CID000002786,CID000003929,C1145670
CID000000444,CID000002153,C0033687
CID000002160,CID000002806,C0033581
CID000003639,CID000005039,C0042963
CID000001690,CID000004679,C0025323
CID000003016,CID000004583,C0042510
CID000003883,CID000119607,C0699790
CID000002153,CID000005152,C0006840
CID000004583,CID000004900,C0040034
CID000004900,CID000005203,C0080194
CID000002666,CID000034312,C0035455
CID000005291,CID000005732,C0042487
CID000004635,CID000005408,C0009763
CID000003937,CID000156419,C0020517
CID000005203,CID000443871,C0018965
CID000004635,CID000005039,C0034063
CID000003825,CID000004253,C0038450
CID000000942,CID000003393,C0032285
CID000003062,CID000003961,C0002170
CID000003672,CID000077993,C0020676
CID000001302,CID000005717,C0085631
CID000002678,CID000003958,C0007859
CID000003672,CID000060865,C0700594
CID000003157,CID000003476,C0008033
CID000005732,CID000444013,C0575081
27033,199990,interacts
CID000002764,CID000002895,C0026650
CID000003386,CID000004927,C0022658
CID000003929,CID000005651,C0030794
1839,367,interacts
